,Año,Emision_CO2,Emisiones_CO2_percapita,Clave_Hash
3837,2001,"3.094,95",5.637356172,86931
3838,2002,"4.979,79",8.772418191,86931
3839,2003,"6.017,55",10.255341086,86931
3840,2004,"5.218,14",8.607938621,86931
3841,2005,"4.712,10",7.528919929,86931
3842,2006,"4.752,43",7.359918726,86931
3843,2007,"4.796,44",7.204040865,86931
3844,2008,"4.503,08",6.562117562,86931
3845,2009,"4.620,42",6.533815076,86931
3846,2010,"4.679,09",6.421061876,86931
3847,2011,"6.688,61",8.907241536,86931
3848,1960,"9.405,86",1.128920482,47824
3849,1961,"9.823,89",1.169782628,47824
3850,1962,"10.164,92",1.20320119,47824
3851,1963,"12.258,78",1.445674897,47824
3852,1964,"13.223,20",1.553764446,47824
3853,1965,"17.025,88",1.991253557,47824
3854,1966,"18.650,36",2.165209851,47824
3855,1967,"19.534,11",2.249413986,47824
3856,1968,"22.321,03",2.553669959,47824
3857,1969,"25.474,65",2.903833843,47824
3858,1970,"24.165,53",2.748329714,47824
3859,1971,"27.814,20",3.149595925,47824
3860,1972,"31.572,87",3.552052128,47824
3861,1973,"37.256,72",4.17251217,47824
3862,1974,"36.218,96",4.041382514,47824
3863,1975,"38.873,87",4.29709731,47824
3864,1976,"42.911,23",4.670280089,47824
3865,1977,"46.999,94",5.049153465,47824
3866,1978,"48.081,70",5.09882429,47824
3867,1979,"51.294,00",5.37207897,47824
3868,1980,"51.429,68",5.333642555,47824
3869,1981,"50.721,94",5.213292152,47824
3870,1982,"52.148,41",5.326966418,47824
3871,1983,"55.544,05",5.640921404,47824
3872,1984,"57.054,85",5.765561878,47824
3873,1985,"60.600,84",6.100162266,47824
3874,1986,"59.130,38",5.93248835,47824
3875,1987,"63.472,10",6.346832663,47824
3876,1988,"67.989,85",6.773932665,47824
3877,1989,"74.183,41",7.352537262,47824
3878,1990,"74.278,75",7.284521642,47824
3879,1991,"74.062,40",7.176639815,47824
3880,1992,"75.499,86",7.260257729,47824
3881,1993,"75.712,55",7.238006236,47824
3882,1994,"77.909,08",7.410792356,47824
3883,1995,"78.781,83",7.458879643,47824
3884,1996,"80.241,29",7.563654136,47824
3885,1997,"83.717,61",7.852506913,47824
3886,1998,"87.751,31",8.185367878,47824
3887,1999,"86.636,54",8.050452819,47824
3888,2000,"91.616,33",8.47843382,47824
3889,2001,"93.805,53",8.636014274,47824
3890,2002,"93.669,85",8.591970187,47824
3891,2003,"95.738,04",8.760745127,47824
3892,2004,"97.149,83",8.867967195,47824
3893,2005,"98.675,30",8.980839448,47824
3894,2006,"97.285,51",8.827796219,47824
3895,2007,"98.246,26",8.892293442,47824
3896,2008,"97.809,89",8.829327935,47824
3897,2009,"94.901,96",8.544324727,47824
3898,2010,"86.717,22",7.797370479,47824
3899,2011,"84.047,64",7.568519083,47824
3900,1960,"22,002",0.244844816,58152
3901,1961,"18,335",0.200909489,58152
3902,1962,"25,669",0.277730892,58152
3903,1963,"14,668",0.157122351,58152
3904,1964,"22,002",0.233899602,58152
3905,1965,"22,002",0.232630922,58152
3906,1966,"29,336",0.309197074,58152
3907,1967,"36,67",0.386154462,58152
3908,1968,"40,337",0.42515942,58152
3909,1969,"47,671",0.503485351,58152
3910,1970,"44,004",0.465995976,58152
3911,1971,"47,671",0.506169038,58152
3912,1972,"47,671",0.507478416,58152
3913,1973,"55,005",0.587478239,58152
3914,1974,"36,67",0.393661904,58152
3915,1975,"47,671",0.515624155,58152
3916,1976,"47,671",0.521364904,58152
3917,1977,"47,671",0.528579507,58152
3918,1978,"51,338",0.57637813,58152
3919,1979,"47,671",0.538223572,58152
3920,1980,"47,671",0.535605141,58152
3921,1981,"58,672",0.647772564,58152
3922,1982,"62,339",0.669656573,58152
3923,1983,"62,339",0.649493129,58152
3924,1984,"62,339",0.633268996,58152
3925,1985,"62,339",0.623970292,58152
3926,1986,"66,006",0.659097717,58152
3927,1987,"73,34",0.737968022,58152
3928,1988,"95,342",0.972252532,58152
3929,1989,"102,676",1.059925055,58152
3930,1990,"110,01",1.142533702,58152
3931,1991,"113,677",1.178549583,58152
3932,1992,"121,011",1.244956328,58152
3933,1993,"124,678",1.268316006,58152
3934,1994,"143,013",1.438719153,58152
3935,1995,"154,014",1.536253279,58152
3936,1996,"157,681",1.564357713,58152
3937,1997,"172,349",1.70431644,58152
3938,1998,"176,016",1.737537265,58152
3939,1999,"194,351",1.915901854,58152
3940,2000,"190,684",1.876441645,58152
3941,2001,"194,351",1.908226885,58152
3942,2002,"205,352",2.011283056,58152
3943,2003,"216,353",2.113420793,58152
3944,2004,"205,352",2.000370165,58152
3945,2005,"216,353",2.101514313,58152
3946,2006,"231,021",2.237296507,58152
3947,2007,"238,355",2.301012675,58152
3948,2008,"260,357",2.505022418,58152
3949,2009,"253,023",2.425962147,58152
3950,2010,"260,357",2.487241705,58152
3951,2011,"253,023",2.408137432,58152
3952,1960,"223,687",6.882676923,64748
3953,1961,"293,36",8.70504451,64748
3954,1962,"264,024",7.543542857,64748
3955,1963,"330,03",9.066758242,64748
3956,1964,"315,362",8.387287234,64748
3957,1965,"344,698",8.793316327,64748
3958,1966,"388,702",9.597580247,64748
3959,1967,"418,038",9.977040573,64748
3960,1968,"542,716",12.504976959,64748
3961,1969,"407,037",9.065412027,64748
3962,1970,"381,368",8.219137931,64748
3963,1971,"469,376",9.94440678,64748
3964,1972,"553,717",11.464120083,64748
3965,1973,"557,384",11.375183673,64748
3966,1974,"557,384",11.260282828,64748
3967,1975,"506,046",10.202540323,64748
3968,1976,"220,02",4.426961771,64748
3969,1977,"722,399",14.623461538,64748
3970,1978,"392,369",7.974979675,64748
3971,1979,"572,052",11.533306452,64748
3972,1980,"564,718",11.24936255,64748
3973,1981,"528,048",10.353882353,64748
3974,1982,"517,047",10.039747573,64748
3975,1983,"363,033",6.968003839,64748
3976,1984,"568,385",10.785294118,64748
3977,1985,"509,713",9.581071429,64748
3978,1986,"326,363",6.100242991,64748
3979,1987,"234,688",4.338040665,64748
3980,1988,"546,383",9.970492701,64748
3981,1989,"473,043",8.554122966,64748
3982,1990,"557,384",10.024892086,64748
3983,1991,"550,05",9.910810811,64748
3984,1992,"484,044",8.753056058,64748
3985,1993,"502,379",9.101068841,64748
3986,1994,"506,046",9.117945946,64748
3987,1995,"506,046",9.068924731,64748
3988,1996,"517,047",9.249499106,64748
3989,1997,"524,381",9.363946429,64748
3990,1998,"531,715",9.47798574,64748
3991,1999,"542,716",9.674081996,64748
3992,2000,"531,715",9.461120996,64748
3993,2001,"539,049",9.566086957,64748
3994,2002,"539,049",9.522319772,64748
3995,2003,"531,715",9.366951467,64748
3996,2004,"583,053",10.244996574,64748
3997,2005,"608,722",10.691525424,64748
3998,2006,"627,057",11.04479163,64748
3999,2007,"638,058",11.282079392,64748
4000,2008,"660,06",11.718150831,64748
4001,2009,"575,719",10.221738899,64748
4002,2010,"663,727",11.663772955,64748
4003,2011,"707,731",12.440341009,64748
4004,1960,"1.345,79",0.326049925,65540
4005,1961,"1.408,13",0.332099081,65540
4006,1962,"1.382,46",0.317326737,65540
4007,1963,"1.521,81",0.339922085,65540
4008,1964,"1.771,16",0.3849642,65540
4009,1965,"1.976,51",0.418026256,65540
4010,1966,"1.741,83",0.358482819,65540
4011,1967,"1.983,85",0.39731738,65540
4012,1968,"2.141,53",0.417332997,65540
4013,1969,"2.280,87",0.432415636,65540
4014,1970,"2.299,21",0.423943612,65540
4015,1971,"2.442,22",0.437844937,65540
4016,1972,"2.709,91",0.472297881,65540
4017,1973,"2.937,27",0.497674848,65540
4018,1974,"3.069,28",0.505724182,65540
4019,1975,"3.523,99",0.564925922,65540
4020,1976,"3.311,30",0.516742512,65540
4021,1977,"3.813,68",0.579612171,65540
4022,1978,"4.129,04",0.611324294,65540
4023,1979,"4.693,76",0.676969123,65540
4024,1980,"4.510,41",0.633606644,65540
4025,1981,"3.967,69",0.542746721,65540
4026,1982,"3.626,66",0.483029466,65540
4027,1983,"3.179,29",0.412351549,65540
4028,1984,"3.421,31",0.432321381,65540
4029,1985,"3.523,99",0.434122259,65540
4030,1986,"3.700,00",0.444685282,65540
4031,1987,"3.993,36",0.468496448,65540
4032,1988,"4.125,38",0.472583702,65540
4033,1989,"4.246,39",0.474972107,65540
4034,1990,"5.086,13",0.555342349,65540
4035,1991,"5.053,13",0.538425786,65540
4036,1992,"6.017,55",0.625582317,65540
4037,1993,"5.658,18",0.573848362,65540
4038,1994,"6.838,96",0.676691242,65540
4039,1995,"7.165,32",0.691809704,65540
4040,1996,"6.651,94",0.62681398,65540
4041,1997,"7.598,02",0.698875419,65540
4042,1998,"8.753,13",0.785963472,65540
4043,1999,"8.929,15",0.78265315,65540
4044,2000,"9.915,57",0.848306649,65540
4045,2001,"10.626,97",0.887301495,65540
4046,2002,"11.096,34",0.904184642,65540
4047,2003,"10.502,29",0.835281873,65540
4048,2004,"11.620,72",0.902390417,65540
4049,2005,"12.453,13",0.944599482,65540
4050,2006,"12.526,47",0.928571826,65540
4051,2007,"12.636,48",0.915844454,65540
4052,2008,"11.441,04",0.811036638,65540
4053,2009,"12.467,80",0.864736542,65540
4054,2010,"11.367,70",0.771619509,65540
4055,2011,"11.257,69",0.748055056,65540
4108,1960,"660,06",1.169858673,55050
4109,1961,"737,067",1.266364164,55050
4110,1962,"678,395",1.129605917,55050
4111,1963,"616,056",0.995425659,55050
4112,1964,"649,059",1.020889367,55050
4113,1965,"1.078,10",1.657645773,55050
4114,1966,"1.180,77",1.782752456,55050
4115,1967,"1.323,79",1.969962172,55050
4116,1968,"1.331,12",1.957335149,55050
4117,1969,"1.367,79",1.98905706,55050
4118,1970,"1.580,48",2.272233492,55050
4119,1971,"1.499,80",2.130974083,55050
4120,1972,"1.562,14",2.193440496,55050
4121,1973,"1.804,16",2.502589056,55050
4122,1974,"1.554,81",2.129211875,55050
4123,1975,"1.826,17",2.467235097,55050
4124,1976,"1.752,83",2.333964485,55050
4125,1977,"1.899,51",2.491335113,55050
4126,1978,"2.057,19",2.660521425,55050
4127,1979,"1.521,81",1.946846332,55050
4128,1980,"1.789,50",2.274935356,55050
4129,1981,"1.800,50",2.285683637,55050
4130,1982,"1.404,46",1.788060845,55050
4131,1983,"1.246,78",1.597684167,55050
4132,1984,"1.404,46",1.816186949,55050
4133,1985,"1.419,13",1.854966322,55050
4134,1986,"1.045,10",1.383136271,55050
4135,1987,"1.309,12",1.75685534,55050
4136,1988,"1.404,46",1.911164121,55050
4137,1989,"1.195,44",1.646076969,55050
4138,1990,"1.140,44",1.583320144,55050
4139,1991,"1.122,10",1.563900867,55050
4140,1992,"1.052,43",1.466552679,55050
4141,1993,"1.052,43",1.461889681,55050
4142,1994,"1.393,46",1.926717642,55050
4143,1995,"1.474,13",2.028545676,55050
4144,1996,"1.529,14",2.094157298,55050
4145,1997,"1.598,81",2.178651339,55050
4146,1998,"1.657,48",2.247996788,55050
4147,1999,"1.679,49",2.268996162,55050
4148,2000,"1.609,81",2.168922069,55050
4149,2001,"1.595,15",2.146426827,55050
4150,2002,"1.580,48",2.126849835,55050
4151,2003,"1.565,81",2.108728589,55050
4152,2004,"1.628,15",2.193790574,55050
4153,2005,"1.437,46",1.935991488,55050
4154,2006,"1.290,78",1.735612911,55050
4155,2007,"1.562,14",2.095040757,55050
4156,2008,"1.558,48",2.083255358,55050
4157,2009,"1.565,81",2.085662452,55050
4158,2010,"1.719,82",2.282864015,55050
4159,2011,"1.782,16",2.357722028,55050
4160,1960,"2.955,60",0.960982311,261698
4161,1961,"3.373,64",1.064878003,261698
4162,1962,"3.685,34",1.115011194,261698
4163,1963,"4.250,05",1.242378614,261698
4164,1964,"4.224,38",1.20538264,261698
4165,1965,"4.807,44",1.336178604,261698
4166,1966,"5.166,80",1.42340092,261698
4167,1967,"6.057,88",1.627238638,261698
4168,1968,"6.204,56",1.631620691,261698
4169,1969,"7.759,37",2.008171019,261698
4170,1970,"8.401,10",2.122025006,261698
4171,1971,"9.160,17",2.264397202,261698
4172,1972,"9.284,84",2.251635464,261698
4173,1973,"9.295,85",2.191589259,261698
4174,1974,"10.678,30",2.463731254,261698
4175,1975,"11.019,34",2.469816882,261698
4176,1976,"12.508,14",2.768511952,261698
4177,1977,"14.231,63",3.104833868,261698
4178,1978,"15.753,43",3.375132726,261698
4179,1979,"15.885,44",3.222395683,261698
4180,1980,"16.662,85",3.291036717,261698
4181,1981,"18.690,70",3.605876259,261698
4182,1982,"19.702,79",3.742575933,261698
4183,1983,"21.015,58",3.931746272,261698
4184,1984,"22.346,70",4.139887364,261698
4185,1985,"23.014,09",4.217970749,261698
4186,1986,"25.698,34",4.651619303,261698
4187,1987,"28.272,57",5.057252482,261698
4188,1988,"29.482,68",5.238943777,261698
4189,1989,"30.348,09",5.337148183,261698
4190,1990,"27.660,18",4.848835305,261698
4191,1991,"28.892,29",5.022999478,261698
4192,1992,"33.428,37",5.763015602,261698
4193,1993,"35.129,86",5.953204542,261698
4194,1994,"31.429,86",5.20758475,261698
4195,1995,"31.620,54",5.136456685,261698
4196,1996,"29.365,34",4.563023231,261698
4197,1997,"30.854,14",4.754617293,261698
4198,1998,"39.233,23",5.9955733,261698
4199,1999,"42.753,55",6.471437675,261698
4200,2000,"40.465,35",6.07131958,261698
4201,2001,"37.971,79",5.655360201,261698
4202,2002,"36.952,36",5.479212793,261698
4203,2003,"40.065,64",5.952582457,261698
4204,2004,"38.415,49",5.663078352,261698
4205,2005,"40.546,02",5.951097722,261698
4206,2006,"38.554,84",5.622615683,261698
4207,2007,"39.962,97",5.778084525,261698
4208,2008,"38.573,17",5.543874932,261698
4209,2009,"36.996,36",5.305811582,261698
4210,2010,"36.288,63",5.166229891,261698
4211,2011,"40.274,66",5.695268539,261698
4212,1960,"616,056",0.307669104,62138
4213,1961,"737,067",0.356228478,62138
4214,1962,"700,397",0.32740949,62138
4215,1963,"711,398",0.321733003,62138
4216,1964,"722,399",0.316458031,62138
4217,1965,"751,735",0.319528682,62138
4218,1966,"806,74",0.333331405,62138
4219,1967,"876,413",0.352498584,62138
4220,1968,"1.224,78",0.479891074,62138
4221,1969,"1.177,11",0.44927508,62138
4222,1970,"1.389,79",0.516400384,62138
4223,1971,"1.331,12",0.481166798,62138
4224,1972,"1.536,47",0.540011458,62138
4225,1973,"1.510,80",0.515951492,62138
4226,1974,"1.558,48",0.516803256,62138
4227,1975,"1.668,49",0.536881362,62138
4228,1976,"1.778,50",0.554932895,62138
4229,1977,"2.002,18",0.605439754,62138
4230,1978,"2.049,85",0.600526568,62138
4231,1979,"1.932,51",0.548496672,62138
4232,1980,"2.057,19",0.565804478,62138
4233,1981,"1.822,50",0.485890505,62138
4234,1982,"1.763,83",0.455970019,62138
4235,1983,"2.002,18",0.502004954,62138
4236,1984,"1.987,51",0.483419027,62138
4237,1985,"1.906,84",0.449998537,62138
4238,1986,"1.848,17",0.423270332,62138
4239,1987,"2.174,53",0.48345741,62138
4240,1988,"2.504,56",0.540767757,62138
4241,1989,"2.728,25",0.572343471,62138
4242,1990,"2.592,57",0.528732831,62138
4243,1991,"2.698,91",0.535386874,62138
4244,1992,"3.076,61",0.593991532,62138
4245,1993,"2.849,26",0.535772188,62138
4246,1994,"3.336,97",0.611672921,62138
4247,1995,"3.879,69",0.693899415,62138
4248,1996,"3.960,36",0.691815846,62138
4249,1997,"4.158,38",0.710112081,62138
4250,1998,"4.649,76",0.776813977,62138
4251,1999,"4.741,43",0.775436198,62138
4252,2000,"5.031,12",0.805872102,62138
4253,2001,"5.713,19",0.896705918,62138
4254,2002,"6.090,89",0.937203579,62138
4255,2003,"6.769,28",1.021577338,62138
4256,2004,"7.367,00",1.090866136,62138
4257,2005,"7.554,02",1.097939139,62138
4258,2006,"7.007,64",1.00008677,62138
4259,2007,"8.778,80",1.230602978,62138
4260,2008,"8.672,46",1.194640242,62138
4261,2009,"7.814,38",1.058414368,62138
4262,2010,"8.107,74",1.080473355,62138
4263,2011,"8.412,10",1.103745053,62138
4296,1992,"16.772,86",3.752317226,51034
4297,1993,"16.428,16",3.540551724,51034
4298,1994,"16.875,53",3.629147097,51034
4299,1995,"17.612,60",3.772242664,51034
4300,1996,"18.518,35",4.120683133,51034
4301,1997,"19.295,75",4.220418635,51034
4302,1998,"20.417,86",4.536293268,51034
4303,1999,"20.491,20",4.499603865,51034
4304,2000,"19.644,12",4.438345911,51034
4305,2001,"20.714,88",4.665514189,51034
4306,2002,"21.877,32",4.927324775,51034
4307,2003,"23.542,14",5.302283784,51034
4308,2004,"23.047,10",5.191956522,51034
4309,2005,"23.105,77",5.201658487,51034
4310,2006,"23.175,44",5.219693694,51034
4311,2007,"24.400,22",5.5005,51034
4312,2008,"23.366,12",5.269158157,51034
4313,2009,"21.554,63",4.866616935,51034
4314,2010,"20.890,90",4.728821777,51034
4315,2011,"20.553,54",4.801530011,51034
4316,1960,"286,026",0.073981936,52787
4317,1961,"297,027",0.075323271,52787
4318,1962,"304,361",0.075662831,52787
4319,1963,"249,356",0.060763227,52787
4320,1964,"300,694",0.071822341,52787
4321,1965,"304,361",0.071260015,52787
4322,1966,"304,361",0.069847908,52787
4323,1967,"260,357",0.058566007,52787
4324,1968,"264,024",0.058229032,52787
4325,1969,"315,362",0.068227551,52787
4326,1970,"385,035",0.081772036,52787
4327,1971,"403,37",0.084155391,52787
4328,1972,"392,369",0.080460234,52787
4329,1973,"421,705",0.085009943,52787
4330,1974,"473,043",0.093709959,52787
4331,1975,"484,044",0.094165444,52787
4332,1976,"674,728",0.1288081,52787
4333,1977,"707,731",0.132498711,52787
4334,1978,"755,402",0.138591885,52787
4335,1979,"755,402",0.13571075,52787
4336,1980,"751,735",0.132142239,52787
4337,1981,"766,403",0.131714396,52787
4338,1982,"825,075",0.138545472,52787
4339,1983,"894,748",0.146759635,52787
4340,1984,"913,083",0.146319666,52787
4341,1985,"942,419",0.147617492,52787
4342,1986,"843,41",0.129207842,52787
4343,1987,"913,083",0.136882387,52787
4344,1988,"1.023,09",0.150160186,52787
4345,1989,"1.037,76",0.149182878,52787
4346,1990,"993,757",0.139971038,52787
4347,1991,"997,424",0.137701251,52787
4348,1992,"909,416",0.123110762,52787
4349,1993,"663,727",0.088136128,52787
4350,1994,"300,694",0.039178826,52787
4351,1995,"902,082",0.115358616,52787
4352,1996,"1.034,09",0.129820823,52787
4353,1997,"1.367,79",0.168614245,52787
4354,1998,"1.232,11",0.149193484,52787
4355,1999,"1.331,12",0.158383898,52787
4356,2000,"1.367,79",0.159990488,52787
4357,2001,"1.569,48",0.180553862,52787
4358,2002,"1.826,17",0.206702881,52787
4359,2003,"1.734,49",0.193224572,52787
4360,2004,"1.987,51",0.217948715,52787
4361,2005,"2.075,52",0.22405596,52787
4362,2006,"2.112,19",0.224474915,52787
4363,2007,"2.390,88",0.250172074,52787
4364,2008,"2.427,55",0.250131013,52787
4365,2009,"2.262,54",0.229630548,52787
4366,2010,"2.119,53",0.211960718,52787
4367,2011,"2.211,20",0.217962048,52787
4368,1960,"45.371,79",4.544465241,52550
4369,1961,"48.976,45",4.883326797,52550
4370,1962,"50.560,60",5.02503803,52550
4371,1963,"56.281,12",5.579045568,52550
4372,1964,"62.401,34",6.166240754,52550
4373,1965,"61.293,91",6.04003721,52550
4374,1966,"61.733,95",6.065040728,52550
4375,1967,"58.829,68",5.758242269,52550
4376,1968,"61.154,56",5.962915575,52550
4377,1969,"62.419,67",6.06091396,52550
4378,1970,"70.003,03",6.77148766,52550
4379,1971,"69.280,63",6.682458042,52550
4380,1972,"69.430,98",6.677025672,52550
4381,1973,"73.068,64",7.004242405,52550
4382,1974,"74.102,74",7.071735479,52550
4383,1975,"75.389,85",7.152381214,52550
4384,1976,"80.013,94",7.54942716,52550
4385,1977,"83.204,23",7.814048438,52550
4386,1978,"88.187,68",8.253547228,52550
4387,1979,"86.229,51",8.055706328,52550
4388,1980,"86.860,23",8.109349235,52550
4389,1981,"86.618,21",8.08620576,52550
4390,1982,"86.871,23",8.114608938,52550
4391,1983,"89.137,44",8.338813278,52550
4392,1984,"90.853,59",8.516383853,52550
4393,1985,"86.104,83",8.085937427,52550
4394,1986,"83.537,93",7.85827798,52550
4395,1987,"84.436,34",7.956129524,52550
4396,1988,"78.264,78",7.38591771,52550
4397,1989,"76.090,25",7.259329314,52550
4398,1990,"69.614,33",6.710469301,52550
4399,1991,"66.585,39",6.418858426,52550
4400,1992,"60.388,16",5.823721681,52550
4401,1993,"61.909,96",5.977294089,52550
4402,1994,"58.892,02",5.693705766,52550
4403,1995,"60.369,82",5.844711547,52550
4404,1996,"62.060,31",6.018705804,52550
4405,1997,"60.890,54",5.917168052,52550
4406,1998,"59.163,38",5.762720948,52550
4407,1999,"58.796,68",5.74324842,52550
4408,2000,"55.811,74",5.465860201,52550
4409,2001,"56.955,84",5.590715986,52550
4410,2002,"56.094,10",5.52182927,52550
4411,2003,"59.064,37",5.83089647,52550
4412,2004,"57.458,22",5.684910755,52550
4413,2005,"58.019,27",5.751848927,52550
4414,2006,"57.388,55",5.698187039,52550
4415,2007,"56.035,43",5.572459521,52550
4416,2008,"54.843,65",5.463501182,52550
